SearchEngine	Keyword	Title	Text	MediaName	MediaTypeName	MediaRegionName	Url	PubDate	Forward	Reply	View	AuthorName	Source	AuthorCertificated	Sex	Region	Descript	Caption	Company	Education	Fans	Follows	Comments	Product	ItemID
新浪微博搜索	@别克 提车	#车友之家#网友rainjeff的提车:12年的时候,心中就萌生了要买车的念头,由于居住在拥挤繁华的城市,车只是用作代步工具,折腾了2年,14年3月,2款车进入了我的视线,一辆是13款科鲁兹,而另一辆就是13款英朗GT!但13款的科鲁兹卖光了,去旁边的别克,果断提了英朗。http://t.cn/RAIgVTP		新浪微博	Weibo	Unknown	http://weibo.com/1035177055/CbYFtxBXZ	2015-4-6 8:34:00	0	0	0	用户jotc1e826v	Android客户端	NoneCertificated							0	0	0		16a5d3ac5b785a41005d351ad8e448d9
新浪微博搜索	@别克 提车	宝宝,今天是8个月3天。今天,我们买了第二辆车,别克英朗两厢车。我们带着你一起去提车的,你一路上特别乖哦,因为你一直睡阿睡.哈哈 今天晚上,爸爸非常对不住你,让他看着你,却让你从床上扑通地摔下来,哇哇大哭,妈妈心痛的要死。后来,你就哭着哭着哭睡着了。对不住你!?爱你,女儿!		新浪微博	Weibo	Unknown	http://weibo.com/5250711312/CaxxMqt99	2015-3-27 21:41:00	-1	1	-1	塘里的第二朵花	iPhone 5s	NoneCertificated							0	0	0		39f7a410f0a1eafae9056a92bb1ea61c
新浪微博搜索	@别克 提车	提车成功。谢谢,也谢谢我自己吧。@别克 @山西友通别克4S店		新浪微博	Weibo	Unknown	http://weibo.com/1854962354/CaxvrChAJ	2015-3-27 21:35:00	0	0	0	何小是我	三星GALAXY S4	NoneCertificated							0	0	0		baf03bd0ee5736833a89b93e395aaf99
新浪微博搜索	@别克 提车	知乎上有人说,父亲50多岁想买第二辆车,喜欢别克昂科维,而他每天都要给爸爸讲一遍关于轿车比suv的优势,比如价格,配置。但当父亲提车之后,他才发现爸爸每天都开心的驾车游玩时,给爸爸发了一条短信说,支持你,后悔当初阻拦。@王夙elve		新浪微博	Weibo	Unknown	http://weibo.com/1060418361/Cav1O8jvg	2015-3-27 15:17:00	0	0	0	海东JASON	iPhone 5s	NoneCertificated							0	0	0		2bf708516cd16315cf689498e3fc37b5
新浪微博搜索	@别克 提车	今天哥哥一天坐了四次专车,分别是别克凯越,尼桑天籁,toyota camry 和最爱的拉门七座GL8。其中凯越司机是第二天开车,天籁刚提车三个月!哥哥的感想是:“咱们家的车也去当专车吧!”		新浪微博	Weibo	Unknown	http://weibo.com/2836186883/Canj1yyjZ	2015-3-26 19:37:00	-1	1	-1	转小球	iPhone 5s	NoneCertificated							0	0	0		bc56db8b4155477bd9864d6d6981db29
新浪微博搜索	@别克 提车	#别克车主生活# 2015君威提车自拍。。我的小车是双鱼座。@别克		新浪微博	Weibo	Unknown	http://weibo.com/2046405041/Ca5FAk5GF	2015-3-24 22:43:00	-1	21	-1	震宇哥vision	iPad客户端	NoneCertificated							0	0	0		321baf6056a19ae578830951dad0310d
新浪微博搜索	@别克 提车	在东莞市万江君豪别克4s,一辆凯越提车搞好才11万多的车,店居然修理加配件费就要15700我感觉实在太黑了吧! |巷头路		新浪微博	Weibo	Unknown	http://weibo.com/3294592441/C9ycvsmNT	2015-3-21 9:31:00	0	0	0	手机用户3294592441	荣耀3C	NoneCertificated							0	0	0		1e98a54bbf56e4cca35854674aa3976a
新浪微博搜索	@别克 提车	30万预算,轿车最佳宝马3系(注重操控),VOLVO S60L(环保空间豪华舒适操控);SUV最佳选择别克昂科威(动力一流全时四驱作工精细全景天窗空间视野极佳外观漂亮大气) //@元芳时评:亲们 多给点意见!明天提车!谢谢		新浪微博	Weibo	Unknown	http://weibo.com/2563796183/C9hqX1HPs	2015-3-19 14:50:00	0	0	0	不要问我从哪里来2014	微博手机版	NoneCertificated							0	0	0		7c3658ec793d962581228dc4ceccc4e5
新浪微博搜索	@别克 提车	2010年1月31日订车 2010年3月11日提车一转眼,和君威兄即将走过了第5个春秋,再平常的日子也是一种幸福 @别克 @别克西南 @别克广西鑫广达		新浪微博	Weibo	Unknown	http://weibo.com/1055807131/C4rgP9kDO	2015-2-15 18:41:00	0	0	0	海军航空冰	iPhone 6	NoneCertificated							0	0	0		2e8d01b0a32349630579421b17404d7e
新浪微博搜索	@别克 提车	那些汽车销售真是不懂的去相信人,我6号去看车说最晚9号会去付款提车,结果7号8号就别克4S的小菇凉打电话打的最勤快,我当然会去买君威了,其它4S店的到现在才打电话问我要不要去看看,真是不敬业		新浪微博	Weibo	Unknown	http://weibo.com/2631468475/C4qqytpgY	2015-2-15 16:32:00	0	0	0	佛恩的美好生活	iPhone客户端	NoneCertificated							0	0	0		55fcd5759fb36493e108b6e8f886e9f3
新浪微博搜索	@别克 提车	这年头垃圾真多,客户在高速被别克追尾,别克全责,保险定损理赔,车子都修好了,客户来提车,别克不来付款,保险公司把款打给别克而不打给奔驰,到付钱时候别克却不接电话,拒绝沟通!我想着又不要他掏钱的,付完款保险公司会打给他啊!真是不讲理!奔驰就自己承担责任,刷卡付款了!6400,有钱就是大方		新浪微博	Weibo	Unknown	http://weibo.com/2402073433/C4nXsEX6E	2015-2-15 10:15:00	-1	1	-1	我的黑框框眼镜	小米手机2	NoneCertificated							0	0	0		f4f4ea18373f754f81b0f300e69c143b
新浪微博搜索	@别克 提车	#别克车主生活#买车,其实也是人生一难忘的经历吧,从选车、试车、订车、提车、上牌,每个阶段都有不同的问题在困扰着自己。这么难忘的经历,怎能不把它记录下来		新浪微博	Weibo	Unknown	http://weibo.com/2818402424/C3FDvDzHA	2015-2-10 17:25:00	0	0	0	南京弘达	搜狗高速浏览器	Organization							0	0	0		bc8e8198c2af39654c81bc2c6f342d57
新浪微博搜索	@别克 提车	一个能为我设身处地去着想的女人 不娶她 我还是人吗?。愁 4S店还没通知提车。明儿难道又得开别克了?噗 关键别克太破旧。Emily说坐了一次 不想再坐第二次。怎么办呢 ?		新浪微博	Weibo	Unknown	http://weibo.com/1766638540/C2zCWdqjY	2015-2-3 12:17:00	0	0	0	D调Earth	微博 weibo.com	NoneCertificated							0	0	0		0e08bd3e1db2a8fd08a05d2a52b3d54f
新浪微博搜索	@别克 提车	优缺点参半 昂科威豪华型提车80天作业 @别克 http://t.cn/RZnmGAL		新浪微博	Weibo	Unknown	http://weibo.com/1824597831/C1vfnq3DD	2015-1-27 11:17:00	0	0	0	源始人	微博 weibo.com	NoneCertificated							0	0	0		ad1e777f3dbeaf573feb3c44d4ec57e8
新浪微博搜索	@别克 提车	明天好忙,连续两趟临浦走起,上午去交警中队签定责书,提车,再开着破车去4s店,下午赶到公司上班,再开别克去拿蛋糕 赶去临浦。死女人还幸灾乐祸 我是有驾车恐惧症了,但我会克服。		新浪微博	Weibo	Unknown	http://weibo.com/1766638540/C1o4rbq2m	2015-1-26 17:01:00	0	0	0	D调Earth	iPhone 5s	NoneCertificated							0	0	0		76fd9dc73890f0336462b3cba43303f2
新浪微博搜索	@别克 提车	差几天08年,价格4.X全款带大本别克GL8,刚年审完,最安全的车,过户车一样,价格不高,徐州提车,电话13468037775 |S26莱泰高.		新浪微博	Weibo	Unknown	http://weibo.com/5263793671/C0EjVz9FF	2015-1-21 20:33:00	-1	1	-1	温暖你我他	iPhone客户端	NoneCertificated							0	0	0		a1fa88b25df7929598918808a886f17c
新浪微博搜索	@别克 提车	别克凯越75500 4S店提车 要的速度 http://t.cn/RZCr8QD		新浪微博	Weibo	Unknown	http://weibo.com/5018773036/BFR38gWqt	2015-1-16 21:35:00	-1	1	-1	蔺潜-	陌陌	NoneCertificated							0	0	0		e21e27fc8c08575dbdcd3829f350a6a7
新浪微博搜索	@别克 提车	订金快付两个月了,现在告诉我没有车了,这是什么卖家啊,说什么是厂商控制生产,所谓的没得车,那为什么又可以加价提车,给我一个理由,是真的控制生产么?、@别克 @别克昂科威		新浪微博	Weibo	Unknown	http://weibo.com/2950155282/BFPKwz40G	2015-1-16 18:17:00	0	0	0	彩彩蝈儿	微博 weibo.com	NoneCertificated							0	0	0		a7daf9f54c4d152e9099b3ad284541be
新浪微博搜索	@别克 提车	2014年8月11日提车的,到现在已经第五次右后轮胎胎压突然消失了@别克 这真的是新车吗~?! |104国道		新浪微博	Weibo	Unknown	http://weibo.com/1944536985/BFMf7a99U	2015-1-16 9:21:00	0	0	0	caihengna-1224	小米手机4	NoneCertificated							0	0	0		2f45f6e5a542c2350987f29d9c500044
新浪微博搜索	@别克 提车	2013年7月中旬提车,从当年10月份开始正式将凯越用于业务上,到今天为止,凯越的行使里程已经突破30000公里了。其实当时购车我的首选其实是新捷达,但从现在看来,别克?凯越也不错嘛。 |三和四街		新浪微博	Weibo	Unknown	http://weibo.com/1231715594/BEB4S8v6u	2015-1-8 15:05:00	-1	4	-1	杜恒明	iPhone客户端	Personal							0	0	0		9dfdc9aebe03f267f81b4a2036e846bc
新浪微博搜索	@别克 提车	提车提了一天@别克 你人再多点 |石家庄市石.		新浪微博	Weibo	Unknown	http://weibo.com/2992758420/BE9F1o8tL	2015-1-5 17:18:00	-1	4	-1	飞翔吧奥特曼	Android客户端	NoneCertificated							0	0	0		6475df2d74528981382e5eff26c5492c
新浪微博搜索	@别克 提车	2014最後一天,谭民提车了,别克,恭喜了.		新浪微博	Weibo	Unknown	http://weibo.com/2162720631/BDpKP6Fqn	2014-12-31 20:25:00	-1	2	-1	唔识勾引噶狐狸精	红米手机	NoneCertificated							0	0	0		1bd2fbd72281e26b6c2eff1465770270
新浪微博搜索	@别克 提车	恭喜参加江阴电视台电视团购会别克专场的车友们今日欢乐提车。能在年前提到车也是一种幸福啊!@江阴海通别克4S店 @别克江阴上通 @江阴电视鲜橙多 @JYTV汽车时代		新浪微博	Weibo	Unknown	http://weibo.com/1964015185/BCJuQicun	2014-12-27 8:51:00	1	-1	-1	JYTV裘毅	iPhone 6	Personal							0	0	0		194c15bffd2a5e47a4ae440b47923877
新浪微博搜索	@别克 提车	做一行,爱一行。看到车主提车日记,发觉真的是有好多问题。别克,就我现在掌握的有下面几点:1、全系车款动力明显不足,差不多都是1.6的动力,连带T的都是少之又少,如果有客户上门指名道姓的需要带涡轮增压的,一般情况下销售顾问都是把转移过来,说涡轮增压不适合市区。		新浪微博	Weibo	Unknown	http://weibo.com/1750663310/BCDacbYsN	2014-12-26 16:43:00	0	0	0	宝贝丫头88	微博 weibo.com	NoneCertificated							0	0	0		952648dd83eea2a184c3058f92fb807f
新浪微博搜索	@别克 提车	时间过的好快,明天就要去4S提车了,700大洋要交付了,做漆花了三天时间,星期天仿佛就在昨天,那天好友陪我一起去的4S,他的车在前面,没想到一个贴着群标的白色别克也开过来了,真巧的啊。		新浪微博	Weibo	Unknown	http://weibo.com/2639499043/BCcvOc4fg	2014-12-23 20:52:00	0	0	0	斗士昂扬	微博 weibo.com	NoneCertificated							0	0	0		eb5c4db18b740216252aa3ee20880044
新浪微博搜索	@别克 提车	美国汽车销售也不靠谱啊!谈好的价格最后要提车的时候竟然报标价!别克(buick)		新浪微博	Weibo	Unknown	http://weibo.com/2261414294/BBQna9JAI	2014-12-21 12:31:00	0	0	0	杨小虎1012	iPhone客户端	NoneCertificated							0	0	0		a230b6052e4a35ebedc1bea4d403a0ab
新浪微博搜索	@别克 提车	昨晚逛汽车之家,看到别克凯越时一激动给他们留了电话,结果。。今天一早上没干别的光接电话了!五个电话轮番轰炸,天花乱坠说的我都要心动了!你们果然是太客气了好吗!我特么现在还没驾本我会乱说!?至于你们一直催问是周六还是周日去店里提车这个问题,这关键取决于,我到底在哪天会中五百万		新浪微博	Weibo	Unknown	http://weibo.com/2570557952/BAZZTz2H0	2014-12-15 23:11:00	0	0	0	行走的麦子McGRADY	三星Galaxy Note3	NoneCertificated							0	0	0		70229030a037efc4036e791884cb9512
新浪微博搜索	@别克 提车	现在卖车都这么恶心么 不加钱装点啥都不让提车是么 太猖狂了吧 你们别克这么不按套路出牌是因为什么啊 你有本事你提前说让加钱啊 什么叫实在不行你就装个万八千的·万八千不是钱啊 有能耐你拿这万八千让我们装啊 好朋友们帮忙扩散 我好好好好朋友亲身发生的事情 到现在不让提车 @别克		新浪微博	Weibo	Unknown	http://weibo.com/1639661761/BzQTFt5Tf	2014-12-8 10:10:00	0	0	0	小宝纸爱kitty	搜狗高速浏览器	NoneCertificated							0	0	0		bb6886eff04d8532491769416cf1a30a
新浪微博搜索	@别克 提车	上海市宝山区同济路305号的别克4s店真是坑人呀!合同不和车主说清楚,还想扣钱不还!第一次提车时候给有问题的车!明知道有问题的车还给我们!这不是坑人嘛!是4s店吗!这样有诚信吗!让人怀疑!!特别是销售人员的人品!这样的话能让顾客放心吗!这样肯定不会放心的!这是顾客的心里话!		新浪微博	Weibo	Unknown	http://weibo.com/2959166865/BzxzEiNOf	2014-12-6 8:59:00	0	0	0	我是一条传奇的鱼	iPhone客户端	NoneCertificated							0	0	0		6983d0e0e18254dcd48ee67255dea35d
新浪微博搜索	@别克 提车	别克英朗XT本月目标只差一台,如果今天提车开票,价格你说了算!仅限一台销售电话18955131951 |电厂路		新浪微博	Weibo	Unknown	http://weibo.com/2524189623/Byw8n9JT3	2014-11-29 15:28:00	0	0	0	小纯子520	Android客户端	NoneCertificated							0	0	0		eb22f4a19afb71af7405a65bf32cb749
新浪微博搜索	@别克 提车	那些一起牵手上班班的早晨,坐在浩哥的车上,你说,喜欢这个车子的面板,你说,像一块块巧克力…看着你亮晶晶的眼神,荡漾的语气,我把眼神放到窗外,暗自下决心,一定要给我的小萝卜买个!那一年,那个雨天,和你一起坐在别克店里提车,看着黑色XT你说,要有白色,就好了。卜,纪念日快乐,卜,我想你		新浪微博	Weibo	Unknown	http://weibo.com/2727094492/BxNLakT4R	2014-11-24 22:30:00	0	0	0	小De房子	Weico.iPhone	NoneCertificated							0	0	0		2c95f56b0bb931b75e5728f62107443d
新浪微博搜索	@别克 提车	全新别克2014款GL8行政版!原价24.80万。顶账来23万。4S店提车!全新!仅此一台。要的速度。春暖花开担保。		新浪微博	Weibo	Unknown	http://weibo.com/1303097075/BugHNx0Oy	2014-11-1 16:51:00	-1	1	-1	徐小酸	iPhone 6	Personal							0	0	0		3686744afdc9739850809574f830a91b
新浪微博搜索	@别克 提车	第一辆车,小别克,花了一天的时间提车,兴奋的心情被消耗殆尽…		新浪微博	Weibo	Unknown	http://weibo.com/1888564933/Bugs01BpF	2014-11-1 16:12:00	-1	2	-1	HYL-MILK	iPhone 5s	NoneCertificated							0	0	0		a295189307820d408f04068156448dd6
新浪微博搜索	@别克 提车	挺好哒车,做工精细,脸大身长,就是屁股不够大。但是配置高弥补了这点小遗憾。不过……居然要加1.5万才可以提车……顿时不开心了……@奏耐天津 @别克		新浪微博	Weibo	Unknown	http://weibo.com/2005744563/BtoiLyVTU	2014-10-26 22:21:00	-1	5	-1	李小姐的倔强	iPhone 5s	NoneCertificated							0	0	0		655dd245e417016edfe860abda830d88
新浪微博搜索	@别克 提车	今天我们来说说大众神车高尔夫,的替代品们 高尔夫也并非完美,需要加价提车,后悬是非独立,dsg也出现过问题.除了高尔夫我们还可以选择这些精品小车福克斯,别克英朗XT,现代飞思,起亚速迈,马自达3星骋两厢 |027乡道		新浪微博	Weibo	Unknown	http://weibo.com/5340136975/BtjaPzU0g	2014-10-26 9:17:00	-1	1	-1	你的第一辆车first	索尼Xperia Z1	NoneCertificated							0	0	0		460e0b56f2e2bea065123dd34a2d2bbe
新浪微博搜索	@别克 提车	2013年1月31日提车,2014年两次下坡刹车失灵,刹车踩下完全无感!第一次出现是2014年年初,踩了若干次后刹住,没造成大事,去了嘉兴永达4s店检查维修,他们说没问题。2014年10月7日追尾3辆车,车损严重,幸好无人员伤亡,目前所有车都在修理中,我的在嘉兴兴通别克修理。 |广益路		新浪微博	Weibo	Unknown	http://weibo.com/1443804667/BrnKn6R3o	2014-10-13 17:15:00	4	3	-1	鱼子酱825	三星Galaxy NOTE III	NoneCertificated							0	0	0		b5f4c7e5c2a1d9dc4724f48f91a9159b
新浪微博搜索	@别克 提车	@无敌网绝影 我喜欢的德系车,现在是别克君威GS了。大众的神车现在还有问题,EA888现在还漏油……而且,大众的饥饿营销真的是害人害己。真的,而且更坑的是什么?价格表要么手写,要么说没有,够坑吧?再加上你说什么加价提车令人厌恶,唉……大众这个品牌真是又坑又宰人啊……		新浪微博	Weibo	Unknown	http://weibo.com/2096821333/BqNQm0ZVI	2014-10-9 21:51:00	0	0	0	Jerry-Hirsch-Young	Android客户端	NoneCertificated							0	0	0		e416ceac1bbd4a9848ea41879887539e
新浪微博搜索	@别克 提车	国庆买了个汽车,别克凯越,不知什么时候可以提车,今天都9号了,昨天汽车金融打来电话没有听见,真郁闷		新浪微博	Weibo	Unknown	http://weibo.com/3029031187/BqJiwE43x	2014-10-9 10:17:00	-1	4	-1	金牛驴哥	360安全浏览器	NoneCertificated							0	0	0		7a740dc516273de17a3318bc81de0893
新浪微博搜索	@别克 提车	发表了博文《公正路上不公正武汉绿地别克4s店强迫我提事故车》我女婿于2014年9月24日在武汉市武昌公正路绿地别克4S店预约购买别克车一辆,约定在9月28日下午6点提车,9月28日下午4点51分该店销|公正路上不.		新浪微博	Weibo	Unknown	http://weibo.com/1253959431/BqqFX79HI	2014-10-7 10:52:00	0	0	0	fangmaolian	新浪博客	NoneCertificated							0	0	0		016f11e9c4bd83391b3c677c7cac08db
新浪微博搜索	@别克 提车	说起咱家13款的手动尊享型凯越的油耗,我非常满意,提车第二天跑了240公里的高速,用了1/4箱油,百公里油耗在6.0个左右,非常不错,市区还没怎么开过,但感觉油耗也就是8个左右,别克车早就不是油老虎了		新浪微博	Weibo	Unknown	http://weibo.com/3231515815/BpOGyy9hm	2014-10-3 10:09:00	0	0	0	KatherineC菘庆昂	微博 weibo.com	NoneCertificated							0	0	0		f71f1e8b361b596b3c0d0ab696100260
新浪微博搜索	@别克 提车	对@别克 说:近期有网友反映,别克2014年9月后生产的君越防撞梁,由铝合金改为钢材,请贵公司解释一下。作为一个准车主,不知道是否应该去提车。@汽车之家		新浪微博	Weibo	Unknown	http://weibo.com/1668976934/Bp6DxqsCy	2014-9-28 18:01:00	0	0	0	小旭哥哥	专业版微博	NoneCertificated							0	0	0		6391ec7877d05151968cd32e2462e41b
新浪微博搜索	@别克 提车	也没什么好纠结的了.别克,人生第一辆自己的车就决定是你了,十月一,提车.23岁,送自己的礼物.		新浪微博	Weibo	Unknown	http://weibo.com/2527335805/Bow4Zry27	2014-9-24 20:57:00	-1	10	-1	马东方同学	微博 weibo.com	Personal							0	0	0		012f2a6479a7526d55d4a74456c0fac7
新浪微博搜索	@别克 提车	#投诉马鞍山别克4s店#慈湖河路4599号别克4s店个别销售服务态度极差:1、办事效率奇慢,每次去办手续都要等上3个小时左右,提车当天,如果不催他们,他们绝对会让顾客从上班等到他们下班; 2、服务态度奇差,我个人从来没有拿销售低人一等的看法,可是这些销售却完全不拿客户当一回事;		新浪微博	Weibo	Unknown	http://weibo.com/1795346545/BnHGY46Ki	2014-9-19 12:41:00	1	-1	-1	Sweetregina	iPhone客户端	NoneCertificated							0	0	0		0bc0802b42b6b701f8948aed926185f9
新浪微博搜索	@别克 提车	别克君越智云版 中秋钜惠4.4万不用愁.威佳别克全系大放价,专供车别克君越智云版购车不用愁,导航、倒车影像、远程一键启动、威佳别克专用产品-魔镜,让您一有尽有,仅此一款,仅限5个名额,即刻网络下单到店提车还有意外惊喜哦 0375-6160000, 6160000.		新浪微博	Weibo	Unknown	http://weibo.com/3957787503/Bm3sG3uyE	2014-9-8 16:25:00	0	0	0	平顶山威佳泰通	360安全浏览器	Organization							0	0	0		3d44858a3f826fe0d5f3539dfb5708db
新浪微博搜索	@别克 提车	这次出游在@携程旅行客户端 租了辆别克gl8 。供应商是@车速递租车 车速递,提车时发现这车已有15万公里,这片区就这一辆,没的换。车况也比较糟糕,脱皮严重,还有卡通坐垫。最关键是约好早8点还车,目前门店一个人都没。据说堵在外高桥。		新浪微博	Weibo	Unknown	http://weibo.com/1643978757/Blf7q1xes	2014-9-3 8:15:00	-1	8	-1	夹斯特	iPhone 5s	Personal							0	0	0		25ba1500597411113c98a95562ae3fb4
新浪微博搜索	@别克 提车	回复@Grace-miss高:也是宏盛别克4S店的吗?如果真是这样,那这家4s店需要反省了,服务行业,不能这样对待客户啊 //@Grace-miss高:都不顺心,我刚刚提车的时候也遇到了,而且给我的车还是已经漆都挂掉了的,说起来就气,然后卖给我车的那个4S店销售还说是不是他们的责任,不肯给我们弄。还好我爸眼		新浪微博	Weibo	Unknown	http://weibo.com/1778669965/Bl98mruYI	2014-9-2 17:01:00	-1	1	-1	绍兴人不知道的绍兴事儿	360安全浏览器	NoneCertificated							0	0	0		7d9882dcd00fdf20994f963d0d0b58d8
新浪微博搜索	@别克 提车	为个破车@别克合肥申通 累成…到底什么时候提车啊?为毛线全款比走按揭贵啊?		新浪微博	Weibo	Unknown	http://weibo.com/2923601933/BjTah0RRQ	2014-8-25 10:32:00	-1	9	-1	十三爷是有证的小流氓	iPhone客户端	NoneCertificated							0	0	0		f4d3fdbae8d32d81ea2dc83ba46ddcf8
新浪微博搜索	@别克 提车	@青岛公安@青岛交警@QTV今日@QTV生活在线@青岛交通广播FM897@青岛经济广播@青岛新闻广播@青岛新闻网 我的车昨天上午在即墨与别克车刮擦,因未及时付维修费,别克车主中午抢走行车证把车开走,我是货车车上还有货,别克车主要求拿三万元去提车,报警后派出所不管车主不露面,该怎么办?求助急急		新浪微博	Weibo	Unknown	http://weibo.com/2375412537/BjAWqvYEx	2014-8-23 12:08:00	5	4	-1	夏日街角的猫	UC浏览器Android版	NoneCertificated							0	0	0		39de404088a34b3c00f15abb454889c1
新浪微博搜索	@别克 提车	@青岛市公安局@青岛市交警大队@QTV今日@QTV生活在线@青岛交通广播FM897@青岛经济广播@FM1029@青岛新闻广播 我的车昨天上午在即墨与别克车刮擦,因未及时付维修费,别克车主中午时抢走行车证把车开走,我是货车车上有货,别克车主要求拿三万元去提车,报警后派出所不管该怎么办?求助急急		新浪微博	Weibo	Unknown	http://weibo.com/2375412537/BjAOyEsBI	2014-8-23 11:49:00	6	12	-1	夏日街角的猫	UC浏览器Android版	NoneCertificated							0	0	0		6774fc80b9cb7e64017cd67ac37eee59
新浪微博搜索	@别克 提车	今天是我提车的第一天,车型别克新君威1.6T,一共行驶接近30公里,出现挂倒车档无用,D挡只能维持30-35蚂车速,再踩油门就是空转,完全介入不到其他档位,车已拖回上海万兴别克4S店,明天讨说法去@别克 @别克上海万兴世界		新浪微博	Weibo	Unknown	http://weibo.com/1749258771/BjxajD1zC	2014-8-23 2:31:00	-1	1	-1	无法接受目前体重的James	iPhone客户端	NoneCertificated							0	0	0		ef31cf87a42d0d82bbde11f8c93fd1de
新浪微博搜索	@别克 提车	#别克车主生活#2014新君威GS纵情版提车&轻加装&综合使用——深度报告,看车主如何诠释君威GS: http://t.cn/RPlMsjL		新浪微博	Weibo	Unknown	http://weibo.com/1956990620/BiYngAeux	2014-8-19 9:57:00	0	0	0	泰州通泰	皮皮时光机	Organization							0	0	0		e3132bbd488744e862723ca5be81b729
新浪微博搜索	@别克 提车	折腾了好久终于是定下来,从最先的本田,到后来的别克,接着大众,然后丰田,最后还是又回到了别克提车大概要到月底,以后出门终于可以更加方便了,然后以后又多了一笔开支哎~努力赚钱养车		新浪微博	Weibo	Unknown	http://weibo.com/2432057602/Biz2j6Q8n	2014-8-16 17:27:00	-1	12	-1	Vicky雯雯婧fighting	iPhone客户端	NoneCertificated							0	0	0		1551f5670c92e2492a7120717ee5852b
