SearchEngine	Keyword	Title	Text	MediaName	MediaTypeName	MediaRegionName	Url	PubDate	Forward	Reply	View	AuthorName	Source	AuthorCertificated	Sex	Region	Descript	Caption	Company	Education	Fans	Follows	Comments	Product	ItemID
新浪微博搜索	@奥迪 4S 投诉	 @复杂的韩笑笑 说:“西安庞大乐业奥迪4S店,收受商业贿赂!强制客户购车险,购车险不给退押金,多方投诉都置之不理!这种严重损害公平竞争、对抗反腐之风的行为就应该狠狠曝光!”		新浪微博	Weibo	Unknown	http://weibo.com/2301730674/BvLrBnSyA	2014-11-11 12:56:00	5	6	-1	动西安	新浪微群-在西安	NoneCertificated							0	0	0		57e8c306110a2e201d364e441de69b85
新浪微博搜索	@奥迪 4S 投诉	提车不到二月 尾灯内有裂痕,4s店居然不给换 说是厂家工艺问题,难道奥迪就这技术?我该怎么办@沈阳晚报 @沈阳最头条@986汽车小辣椒 @315在线投诉 @央视新闻 @头条新闻		新浪微博	Weibo	Unknown	http://weibo.com/2801536475/BuosfdgPZ	2014-11-2 12:34:00	6	6	-1	丿秋实丶同学	iPhone客户端	NoneCertificated							0	0	0		8f3181d28ddd53c8bd0d686e2f812b93
新浪微博搜索	@奥迪 4S 投诉	滨江区东流路,江晖路到江淑路这一段,和诚奥迪4S店门口那条小路上,从窨井盖里冒出的脏水已经有二三个月了,这条路的窨井盖冒脏水一年有大半年是,投诉无门没人来管@都市快报 @杭州微博城事 @杭州交通918 求关注		新浪微博	Weibo	Unknown	http://weibo.com/2164479292/BtQR9D3xa	2014-10-29 23:02:00	-1	2	-1	海燕010	Android客户端	NoneCertificated							0	0	0		5cec15de3d022e99400c20b21b7ac469
新浪微博搜索	@奥迪 4S 投诉	投诉奥迪-4S店通州东方华奥公司-请大家说说理! (分享自 @天涯社区) http://t.cn/R7tkPkv		新浪微博	Weibo	Unknown	http://weibo.com/1493289464/BsCS8BCua	2014-10-21 21:36:00	-1	1	-1	美丽的玫瑰花	天涯社区	NoneCertificated							0	0	0		9c640658c11dfdf61438be9313023b8b
新浪微博搜索	@奥迪 4S 投诉	青岛奥鑫奥迪4S店违规操作,欺骗消费者,后领导不露面,销售人员推脱责任,朋友拜托帮帮忙,一定讨回公道,谢谢大家转发!@中国消费者投诉网官网 @中国消费者投诉网 @消费者投诉网		新浪微博	Weibo	Unknown	http://weibo.com/2125986465/BstFjyfkI	2014-10-20 22:10:00	-1	6	-1	王月YOGA	iPhone客户端	NoneCertificated							0	0	0		d67cd63c504e9bdf0d58780fbf34ad01
新浪微博搜索	@奥迪 4S 投诉	@奥汇奥迪旗舰店 买了新出的进口奥迪A3刚一个月。停在单位门口,天窗直接自爆了。出了事故后,4S店的人反而让我们自己联系保险公司。保险公司跟警察看过现场后都说是车子质量问题,自爆的。银行门口也有监控!说给4S店的人听,还不相信。问奥迪公司索赔真心累!@12315网上投诉 @消费者报道		新浪微博	Weibo	Unknown	http://weibo.com/1972442593/BoiulicNJ	2014-9-23 10:21:00	8	6	-1	朱青bill	Android客户端	NoneCertificated							0	0	0		24fd1c9c313bfb59c11ca204b89205aa
新浪微博搜索	@奥迪 4S 投诉	奥迪A4抖如拖拉机 龙奥达4S店月修5次未修好消费第一站-消费指导,消费警示,消费维权,消费资讯,消费新闻,维权投诉,质量报告 http://t.cn/RhvtS3U		新浪微博	Weibo	Unknown	http://weibo.com/2369970942/BknjS5sF1	2014-8-28 15:18:00	0	0	0	江苏-周伟	分享按钮	NoneCertificated							0	0	0		ceb5da64b8ce9867594ded8083450572
新浪微博搜索	@奥迪 4S 投诉	温州瓯通奥迪的销售代表不论男女基本素养都没有..(当然是我碰到的这两个)做生意还不是讲究个诚信吗?自己说过的话当放屁一样..这是没培训好就放出来了吧?还什么4S店阿.哎..好希望奥迪总公司打电话给我 我要好好投诉投诉了		新浪微博	Weibo	Unknown	http://weibo.com/1690034540/Bk4ZzrZJr	2014-8-26 16:38:00	0	0	0	肉小包梦想吃遍全世界	iPhone客户端	NoneCertificated							0	0	0		0ce0d4156bfdacc6a21f3a6bf6129426
新浪微博搜索	@奥迪 4S 投诉	投诉大众汽车修车垄断!我在上海大众4S店保养,说需要换4个喷油嘴密封圈。4个小橡胶圈共85元,维修工时费定价560元,打折后448元。合计533元。小工只用了10分钟完成。简直暴利!发改委正在对奥迪和克莱斯勒进行垄断调查。大众汽车也跑不了。这些外企太特么霸道了!		新浪微博	Weibo	Unknown	http://weibo.com/1178851557/BiJMr7kxt	2014-8-17 20:48:00	2	5	-1	春明尚轻	中国移动三星galaxyS3	Personal							0	0	0		df2bb1f61d526c0c5ec7fc51124b1d74
新浪微博搜索	@奥迪 4S 投诉	@奥迪 云南连迪4S店送德贴膜~买车一个多月~贴膜后从来没在外面看过打开德窗子昨天站在外面才发现贴个膜把我新车贴成这种鬼样~销售员讲贴完膜拿来验车又不能开窗子检查只检查勒玻璃~现在同意帮忙修复但是这种消费者权益找谁保护~新车出这种问题有苦说不出来@12315消费者维权投诉		新浪微博	Weibo	Unknown	http://weibo.com/3936379721/BidJOjp6c	2014-8-14 11:14:00	0	0	0	Biu特ful	iPhone客户端	NoneCertificated							0	0	0		28fd4be5b8de4798fabb10463849f824
新浪微博搜索	@奥迪 4S 投诉	在网上投诉奥迪车以及4s店,你的投诉根本发不出去;电话投诉,接线员在糊弄你。这些所谓的大品牌真是店大欺客。强烈要求政府惩治他们!		新浪微博	Weibo	Unknown	http://weibo.com/2182514013/Bg9RHdSmH	2014-7-31 21:41:00	-1	1	-1	有理无据	iPad客户端	NoneCertificated							0	0	0		43d2593449babf4604545c95d0781803
新浪微博搜索	@奥迪 4S 投诉	#12315# @央视财经 @12315网上投诉 曝光内容:我奥迪A6L.车龄3年。共行驶8万公里。购车后从质保期开始。汽车突然熄火。检查是汽油泵坏了。4S店换了一个。又过了一年汽油泵又坏了。过了质保期自己掏钱又换了一个。过3个月坏了,又换了一个。到2014年6月又坏了。到4S店		新浪微博	Weibo	Unknown	http://weibo.com/5174734721/B99zK3Dy7	2014-6-15 20:05:00	0	0	0	用户5174734721	分享按钮	NoneCertificated							0	0	0		230125d8d5a595a9b70151414b4a9f55
新浪微博搜索	@奥迪 4S 投诉	全世界的奥迪有两种,一种是奥迪;一种是一汽奥迪。本人的A6L是后一种,开了2.8万和3.2万公里两个门锁先后坏了。因为过了厂家规定的两年保期,多方投诉无人理睬。车友们三思啊!除非你想感受一下轿车(四门)变奥迪TT(两门)的心情!另外,配件的价格也太离谱了,在4s店换两只 http://t.cn/RvAfRpW		新浪微博	Weibo	Unknown	http://weibo.com/3820329257/B7dj51gGm	2014-6-3 1:54:00	0	0	0	肥诚勿扰61505	凤凰新媒体	NoneCertificated							0	0	0		68e980efaef52ea7c6a71a778a887abf
新浪微博搜索	@奥迪 4S 投诉	第一时间?!都一年了。还没有公布结果!我的奥迪车子快3年了,异味一直没有消除。我只要一个解释。电话咨询你们了,让我投诉4S店,车子是你们生产的,应该投诉你们才对!@央视新闻 @让消费者协会更加有力量@傲慢的伪娘1983@野鹤殇		新浪微博	Weibo	Unknown	http://weibo.com/2122165131/B5ArOCKY9	2014-5-23 9:09:00	0	0	0	浙江文艺委员	微博 weibo.com	NoneCertificated							0	0	0		3e10a20ab3918df82e0681d58fa5233c
新浪微博搜索	@奥迪 4S 投诉	你们奥迪的投诉流程是什么?把车放4S店两天,坏的地方修没修好还不知道,好的地方修坏了,往@一汽-大众奥迪总部打电话投诉,问了我所有的个人信息,然后告诉我投诉已提交,结束。让我等4s店联系?这就是你们所谓的投诉么?那每次我们保养完了你们还假惺惺的打什么回访电话不恶心么?@央视新闻		新浪微博	Weibo	Unknown	http://weibo.com/1795909531/B4T5crA4i	2014-5-18 18:45:00	3	-1	-1	笑笑Maggie	iPhone 5s	NoneCertificated							0	0	0		b218f87695cdd7b2ad1644d5610094bf
新浪微博搜索	@奥迪 4S 投诉	奥迪4s店不靠谱啊,到现在没派人过来,也没见拖车,深圳锦龙奥迪4s店,从早上七点多到现在也没给解决问题,不知道一汽奥迪怎么选的店家,大失所望啊!最让人气愤的,人家福特,现代汽车都有4s店的人帮看,然后开走了,奥迪4s店的人死活不派人过来,气得我直接打厂家投诉。大家慎重选车啊!@一汽-大众奥迪		新浪微博	Weibo	Unknown	http://weibo.com/1792718080/B3VKyEq6e	2014-5-12 11:42:00	2	-1	-1	karen2002	新浪微博4G版	NoneCertificated							0	0	0		e1e53157874ddac7414478b91243bd6f
新浪微博搜索	@奥迪 4S 投诉	六盘水的奥迪4s店真是各种糟心!这办事效率!这服务态度!你们敢再差点不?!尤其是某些销售人员,没客户买车,我怕你吃屎都要起早点!还甩脸子摆脸色!你拽毛线啊!我告诉你,我投诉的就是你.@一汽-大众奥迪		新浪微博	Weibo	Unknown	http://weibo.com/1650592917/B2k6wAiws	2014-5-1 22:01:00	-1	4	-1	愁不死你我难受	iPhone客户端	NoneCertificated							0	0	0		ef5244ffe4a4b4c3dec8456a34c2ea60
新浪微博搜索	@奥迪 4S 投诉	@一汽奥迪客户投诉中心 。Q5天窗有问题,广东君奥4S店的处理态度方法令人非常不满意。		新浪微博	Weibo	Unknown	http://weibo.com/1011568395/B0SSBqYeh	2014-4-22 10:52:00	0	0	0	Lasixi李康银	iPhone客户端	NoneCertificated							0	0	0		1ed52a42073bdaafd95ed4f0b5be1ec0
新浪微博搜索	@奥迪 4S 投诉	这样没有职业操守的4s店被我也遇上了,石景山奥迪4S店坑人不浅呀,能修的不修,换!没换的件也算钱,乱收费、多收费现象严重,明天准备市工商投诉!		新浪微博	Weibo	Unknown	http://weibo.com/2040101243/B0EaRdXyn	2014-4-20 21:26:00	0	0	0	艳霞谈营养	小米手机3	Personal							0	0	0		3a69139a89ee4a8f56daf974650ccfb0
新浪微博搜索	@奥迪 4S 投诉	13年4月在宁夏润众购大众高尔夫6一辆,根据当时政策,此车应享有节能补贴。13年底到4S询问何时可以兑现,回复为“我们不管!”经一汽大众投诉后4S主动沟通并承诺尽快兑现,但现在车辆已购置一年整,依然了无音讯,求说法!@大众中国 @CCTV315 @汽车之家 @一汽-大众奥迪 @央视新闻		新浪微博	Weibo	Unknown	http://weibo.com/2387221147/B0jppnDkj	2014-4-18 16:34:00	-1	1	-1	迷幻玩偶	iPhone客户端	NoneCertificated							0	0	0		1d3c473782f009938479d347dfdfae7c
新浪微博搜索	@奥迪 4S 投诉	4S店发短信说免工时费清洗空调系统,到店一问除工时费外,各种费用加起来要4、5百元,无奈才开一年空调吹出的风就有异味,还是让他们弄一下吧。但我有言在先,如清洗后还有异味,我可要投诉啊!@一汽-大众奥迪 我在:|纬五路		新浪微博	Weibo	Unknown	http://weibo.com/1220554941/AD5fV8jHo	2014-3-28 17:30:00	1	18	-1	崔爱国律师	iPhone客户端	Personal							0	0	0		078edc37c8e301c67d44d01e7344cce9
新浪微博搜索	@奥迪 4S 投诉	不是我要给奥迪正名,而是在查奥迪的同时也要查查4S店。我听内部人士说过4S店的黑幕,太黑了!4S店的人把正品机油倒卖出去,给普通顾客加的都是大桶里面的“机油”,已经形成一条独特的产业链了。 消费者投诉奥迪烧机油严重:2千公里就得加一次 (分享自 @新浪财经) http://t.cn/8s2Bmcr		新浪微博	Weibo	Unknown	http://weibo.com/1652986124/ABdtznfyn	2014-3-16 10:45:00	0	0	0	女堂吉珂德	新浪财经	NoneCertificated							0	0	0		4fb759deaa26792f43bd6e08000100e8
新浪微博搜索	@奥迪 4S 投诉	#一起315#我要投诉奥迪Q3转向有问题,刚买的奥迪Q3开到四川华星名士奥迪4s店检查,对方检查出来是转向助力轴承异响,其又开了3辆新车出来试车,都有同样问题,对方工作人员解释,都有这个问题就属于正常的,不与解决! |一起315 我在:|家园南街		新浪微博	Weibo	Unknown	http://weibo.com/2113496627/AB5MS2dI1	2014-3-15 15:11:00	-1	1	-1	Davidmars	iPhone客户端	NoneCertificated							0	0	0		a66c56bff81a5e012be99b37baad0b9f
新浪微博搜索	@奥迪 4S 投诉	4S店单方面调整售后维修价格,导致与保险定损价格出现巨大差价,车辆理陪纠纷不断。从上周开始,@927事事关心 @927宇杰 陆续接到武汉市多名车主投诉称:由于奥迪与保险公司互相推委责任,导致数百辆奥迪车理赔搁浅,无法进行维修。你有类似的遭遇吗?@一叶知秋微直播 @楚天交通广播		新浪微博	Weibo	Unknown	http://weibo.com/2053213467/AzdpYqlz5	2014-3-3 6:56:00	17	8	-1	927胡宁寒	iPhone客户端	Personal							0	0	0		ab7b3b0fe76e18bc526d017ef8918a8a
新浪微博搜索	@奥迪 4S 投诉	奥迪Q5的刹车片质量真的差,才走了一万多公里就要换刹车片!更让人生气的是刹车片有质量有问题(如图片),4s店硬要说你开车技术不行,再怎么样我也有四五年的驾龄,技术真有那么差吗?要你自己掏钱更换!而且没地方投诉!鄙视下奥迪!鄙视厦门盛元嘉诚奥迪4s店! 我在:|金山路		新浪微博	Weibo	Unknown	http://weibo.com/5033423197/AySfTw3xg	2014-3-1 1:03:00	7	5	-1	xinfhey	中国移动-三星GalaxyNote3	NoneCertificated							0	0	0		038f203a45ffd5210d6e8da13d6e43c8
新浪微博搜索	@奥迪 4S 投诉	奥迪A7!自买了后就没有舒心过。车的空调气味让人难受,喷嚏不断,头疼。找4S店说解决不了,找奥迪,它说找4S店。非常不负责任!送检,找12315投诉,也没有任何用处。我不清楚这事如何处理是好。现在给我生活带来很大的烦恼。真的希望想买奥迪车的朋友们一定要慎重选择。也请朋友顶起此贴,拜托帮忙!		新浪微博	Weibo	Unknown	http://weibo.com/2400320961/AyEupE1iP	2014-2-27 14:00:00	12	7	-1	xycheung2011	微博 weibo.com	NoneCertificated							0	0	0		8432a548c6a89cab6b68aa2a3ce6659b
新浪微博搜索	@奥迪 4S 投诉	本人9月份在@宁波中基奥迪 买了辆车,开了3000左右,车内积水非常严重,后来4S店查出来是前方右漏水漕胶水质量问题直接漏到车内,4S点修了下车送了次保养,对此处理结果非常不满意,对后期车辆的质量问题表示怀疑,要求退换车辆多次协商,也打过长春那边的投诉电话,没用!@NBTV看看看 @讲大道--生活		新浪微博	Weibo	Unknown	http://weibo.com/2089717421/AqJIg1spv	2014-1-6 12:36:00	60	16	-1	大小陈绿豪	iPhone 5s	NoneCertificated							0	0	0		b10bc3d17054a4af99b28e21ccb56e3a
新浪微博搜索	@奥迪 4S 投诉	9月初在青岛同德奥迪4s店订的车!三个月过去了不给车!可气的是居然说车展时因为需要资金回笼所以才便宜卖给我!现在想提车必须加装导航和真皮!要不然想裸车年后才有可能!加装点东西要加钱一万五!向奥迪总部打了投诉现在连电话都不接了!奥迪你深深的伤了我@一汽-大众奥迪		新浪微博	Weibo	Unknown	http://weibo.com/2365506897/AloLlv9bg	2013-12-2 10:04:00	0	0	0	忧伤的二百五	小米手机3	NoneCertificated							0	0	0		e03f65b1e1d38f17993ed5db81d6bb1a
新浪微博搜索	@奥迪 4S 投诉	@一汽-大众 【投诉】你好!我前两天11月14号在昆明一汽大众4S点买了一辆高配红色的GTI,因为我99年买过捷达前卫,06年买过奥迪A6L,08年买过五彩高尔夫,车辆无论从性能和服务质量来说我相当的满意。和朋友谈论时自然对一汽大众的品牌非常的认可和推荐。(后续)		新浪微博	Weibo	Unknown	http://weibo.com/2141231527/AjJEYiIaM	2013-11-21 11:36:00	0	0	0	微博阳光空气和水	专业版微博	NoneCertificated							0	0	0		7a5ba1fa365aed1a4c1258efe66f9918
新浪微博搜索	@奥迪 4S 投诉	山西奥源4S店伙同北京、江西、重庆二级铲铲用非法手段囤积奥迪Q5后高价转卖,套骗客户从贵州遵义到山西接车汽车投诉网 专业的汽车质量投诉平台 http://t.cn/8kvcGfg		新浪微博	Weibo	Unknown	http://weibo.com/1439251954/Aj8T0tiab	2013-11-17 13:59:00	0	0	0	秦海峰	分享按钮	Personal							0	0	0		a0cd3b72ac98edefd736addfe4349f3b
新浪微博搜索	@奥迪 4S 投诉	一汽奥迪Q5急急急!迟迟未得到“山西奥源4S店伙同铲铲商违规销售”的处理汽车投诉网 专业的汽车质量投诉平台 http://t.cn/8kvcLqF		新浪微博	Weibo	Unknown	http://weibo.com/1439251954/Aj8SNbyCc	2013-11-17 13:58:00	0	0	0	秦海峰	分享按钮	Personal							0	0	0		6d10fb6f5c47f58d609fa5e7c96489ee
新浪微博搜索	@奥迪 4S 投诉	向质检总局投诉吧所有大众/奥迪的EA888系列1.8TSI/2.0TSI过质保期都有这个问题实质就是链条质量问题超过6万公里的个保个有这个问题 当车超过6万公里去4S店保养时会被建议自己更换链条、张紧器 大家一定要团结我是奔驰研发的但确是迈腾车主联系电话010-87859340戴姆勒大中华区投资有限公司奔驰研发部		新浪微博	Weibo	Unknown	http://weibo.com/2356167393/Aftqhwoo4	2013-10-24 10:54:00	-1	1	-1	天由我来撑地任我去踏	微博 weibo.com	NoneCertificated							0	0	0		9904d19bc169dde05f6636879878ae50
新浪微博搜索	@奥迪 4S 投诉	车淹成这样了通知奥迪4S店的师傅还不理我。投诉电话打了也只会应付。求有关部门回应。@宁波城事通 @宁波大小事 @宁波发布 @宁波交通广播FM939 @宁波晚报 @NBTV看看看 @宁波奥迪		新浪微博	Weibo	Unknown	http://weibo.com/1724000627/Ade6gnXxz	2013-10-9 16:13:00	1	17	-1	李李李李小琳-Alin	iPhone客户端	NoneCertificated							0	0	0		fa72353242b30642dcea9ca36bd0cf1d
新浪微博搜索	@奥迪 4S 投诉	#参谋长说车替车行道#@一汽-大众奥迪 Q5故障灯频繁提示--废气阀故障,维修多次问题未消除。4S店推脱油品加的不好,车主从中石油换成壳牌问题依旧存在。奥迪车近日投诉数量增长之快,@一汽-大众奥迪 是不是要先从自身寻找问题?@参谋长茄海涛 @1043于律师 @爱卡汽车 @DJ路路通 @DJ张锋		新浪微博	Weibo	Unknown	http://weibo.com/1951257294/AaBufjVqs	2013-9-22 10:14:00	18	2	-1	参谋长说车	小米手机2	Organization							0	0	0		310b2b7653050ec6e0be52e3271ed95d
新浪微博搜索	@奥迪 4S 投诉	坑爹的长春一汽奥迪,哥们买了一年返厂12次,4S店呆了两个月,总部投诉无期限等待,有没有人管。 我在这里:|朝阳门		新浪微博	Weibo	Unknown	http://weibo.com/3304389641/A9qODcAyJ	2013-9-14 17:14:00	11	-1	-1	躲在水的鱼	iPhone客户端	NoneCertificated							0	0	0		eb3afcae09f9aa47542795d4ba4a9551
新浪微博搜索	@奥迪 4S 投诉	一汽大众,我瞎了眼的选择2 9月12日再次致电4s店,说还没货,具体什么时候有也不知道。 当天再次致电一汽大众什么鸟关怀热线,依然回复正在处理中,也无法知道何时有货! @12315网上投诉 @大众汽车 @大众中国 @广州12315 @广州日报 @南方都市报 @一汽大众资讯 @消费者报道 @一汽大众奥迪 @中国消费者报		新浪微博	Weibo	Unknown	http://weibo.com/1954904983/A96h1aaJg	2013-9-12 12:56:00	2	-1	-1	KevinWang王	Android客户端	NoneCertificated							0	0	0		a8a21ef08a026352715d518d3c35481e
新浪微博搜索	@奥迪 4S 投诉	尼玛的,广州白云大道北的奥迪4S,接待服务真是TMD差,大半天都没人接待,后面来了个女的,一直在讲电话,我问她到底看不看,他说她在讲电话。无语(><),不过很快她也会无语的,因为我投诉她了。 我在:|东平横岗东.		新浪微博	Weibo	Unknown	http://weibo.com/1936360484/A8X7HfV2A	2013-9-11 13:39:00	0	0	0	晋业奇商	Android客户端	NoneCertificated							0	0	0		eb666c2c0aa38d82a9274730a81fe03f
新浪微博搜索	@奥迪 4S 投诉	北京的奥迪品牌公关在看到俺昨天发在南方日报关于《4s店工时费让人雾里看花》的报道后,今天给我电话了,要车主的联系方式等,说是要跟进核实一下。看来大品牌对用户的不满和投诉还是很在意的。接下来,希望能看到一个负责任企业的做派。对德国一直心怀尊重,但愿这次不要让俺失望。@南方日报深圳观察		新浪微博	Weibo	Unknown	http://weibo.com/1917016253/A6Zi8A8Z6	2013-8-29 15:29:00	0	0	0	深圳谭冰梅	微博 weibo.com	NoneCertificated							0	0	0		7984a06c2a1580ddb7146d802d245714
新浪微博搜索	@奥迪 4S 投诉	奥迪变速箱故障,厂家设定苛刻条件车主“被脱保”(二):厂家接到投诉不出面,将责任转嫁4S店,4S店却拿厂家内部规定说事。 近日栏目组接到多起奥迪投诉,主要都集中在变速箱问题上,并且都是.文字版>> http://t.cn/z8LIc98 (新浪长微博>> http://t.cn/zOXAaic)		新浪微博	Weibo	Unknown	http://weibo.com/1951257294/A6QCouX6g	2013-8-28 17:25:00	29	11	-1	参谋长说车	新浪博客	Organization							0	0	0		5b7fbb5fa37a22c2b5afffbe7cbc855a
新浪微博搜索	@奥迪 4S 投诉	脱不脱保这个都是由4S店说了算,如何监管?奥迪4S店说车主晚1000公里换机油,导致了变速箱电脑损坏,技术逻辑何在?已经出现了好几位奥迪车主向我们投诉他们的变速箱电脑损坏,4S站说都是由于车主没有及时保养导致的,尤其@陕西庞大奥迪 的解释最牵强,请问换油保养和变速箱电脑损坏有必然的联系吗?		新浪微博	Weibo	Unknown	http://weibo.com/1762389802/A67tWrYkz	2013-8-23 22:30:00	1	8	-1	参谋长茄海涛	微博 weibo.com	Personal							0	0	0		c5d3727657920d6358e5013fef5e2e79
新浪微博搜索	@奥迪 4S 投诉	2013年1月在深圳锦龙奥迪4S店买的奥迪名车到2013年3月份,,车门装饰条全部起白斑!!4S店答道:奥迪名车不能淋雨,是天灾,自己负责。投诉无门。奥迪品牌还能相信吗??		新浪微博	Weibo	Unknown	http://weibo.com/3729217631/A5UydEdBu	2013-8-22 13:35:00	0	0	0	love安静如你	微博 weibo.com	NoneCertificated							0	0	0		5084c44755147f283d4915f8d9aa0f2f
新浪微博搜索	@奥迪 4S 投诉	老公单位的用车“趣事”,特此分享给打算购入江淮同悦者:2年4万公里,2000公里一大修,保养1000-2000/次不等,人家都以为保养的是奥迪!此车可谓极其精彩:各种坏,噪音大,自动加油,可恶的广物穗丰4s店,硬生生拖过了保修期才给修,更更可恶的是投诉给江淮总部,客服态度极差,毫无帮助!@江淮汽车		新浪微博	Weibo	Unknown	http://weibo.com/2660301473/A4S2G34AU	2013-8-15 17:21:00	0	0	0	健康的柚子	微博 weibo.com	NoneCertificated							0	0	0		272599a21e8ce53f983906a7cb851023
新浪微博搜索	@奥迪 4S 投诉	对奥迪彻底绝望!昨天将车交给奥迪佛山国际车城德冠奥迪4S店维修。今天居然接到警察电话,说我的车乱停乱放在路边,而且还阻碍到别人的车。请问,这是一个国际品牌应该有的责任和态度吗?本人已经对佛山德冠奥迪多次的投诉,都是他们总是傲慢的对待本人,这是什么服务?@一汽奥迪客户投诉中心 @奥迪汇		新浪微博	Weibo	Unknown	http://weibo.com/1861846084/A3buLoGB3	2013-8-4 15:12:00	1	2	-1	黄云岳2010	iPhone客户端	Personal							0	0	0		d474fa697a0bea9bcd90919b1556f946
